death_date,death_weekday,death_week_ending,age_elderly,deaths,deaths_per_100k,deaths_mean7,deaths_per_100k_mean7
2021-03-12,Friday,2021-03-14,70-79,0,0,0,0
2021-03-12,Friday,2021-03-14,80+,0,0,0,0
2021-03-11,Thursday,2021-03-14,<60,0,0,0,0
2021-03-11,Thursday,2021-03-14,60-69,0,0,0,0
2021-03-11,Thursday,2021-03-14,70-79,0,0,0,0
2021-03-11,Thursday,2021-03-14,80+,0,0,0,0
2021-03-10,Wednesday,2021-03-14,<60,0,0,0,0
2021-03-10,Wednesday,2021-03-14,60-69,0,0,0,0
2021-03-10,Wednesday,2021-03-14,70-79,0,0,0,0
2021-03-10,Wednesday,2021-03-14,80+,0,0,0,0
2021-03-09,Tuesday,2021-03-14,<60,0,0,0,0
2021-03-09,Tuesday,2021-03-14,60-69,0,0,0,0
2021-03-09,Tuesday,2021-03-14,70-79,0,0,0,0
2021-03-09,Tuesday,2021-03-14,80+,0,0,0,0
2021-03-08,Monday,2021-03-14,<60,0,0,0,0
2021-03-08,Monday,2021-03-14,60-69,0,0,0,0
2021-03-08,Monday,2021-03-14,70-79,0,0,0,0
2021-03-08,Monday,2021-03-14,80+,0,0,0,0
2021-03-07,Sunday,2021-03-07,<60,0,0,0,0
2021-03-07,Sunday,2021-03-07,60-69,0,0,0,0
2021-03-07,Sunday,2021-03-07,70-79,0,0,0,0
2021-03-07,Sunday,2021-03-07,80+,0,0,0,0
2021-03-06,Saturday,2021-03-07,<60,0,0,0,0
2021-03-06,Saturday,2021-03-07,60-69,0,0,0,0
2021-03-06,Saturday,2021-03-07,70-79,0,0,0,0
2021-03-06,Saturday,2021-03-07,80+,0,0,0,0
2021-03-05,Friday,2021-03-07,<60,0,0,0,0
2021-03-05,Friday,2021-03-07,60-69,0,0,0,0
2021-03-05,Friday,2021-03-07,70-79,0,0,0,0
2021-03-05,Friday,2021-03-07,80+,0,0,0,0
2021-03-04,Thursday,2021-03-07,<60,0,0,0,0
2021-03-04,Thursday,2021-03-07,60-69,0,0,0,0
2021-03-04,Thursday,2021-03-07,70-79,0,0,0,0
2021-03-04,Thursday,2021-03-07,80+,0,0,0,0
2021-03-03,Wednesday,2021-03-07,<60,0,0,0,0
2021-03-03,Wednesday,2021-03-07,60-69,0,0,0,0
2021-03-03,Wednesday,2021-03-07,70-79,0,0,0,0
2021-03-03,Wednesday,2021-03-07,80+,0,0,0,0
2021-03-02,Tuesday,2021-03-07,<60,0,0,0,0
2021-03-02,Tuesday,2021-03-07,60-69,0,0,0,0
2021-03-02,Tuesday,2021-03-07,70-79,0,0,0,0
2021-03-02,Tuesday,2021-03-07,80+,0,0,0,0
2021-03-01,Monday,2021-03-07,<60,0,0,0,0
2021-03-01,Monday,2021-03-07,60-69,0,0,0,0
2021-03-01,Monday,2021-03-07,70-79,0,0,0,0
2021-03-01,Monday,2021-03-07,80+,0,0,0,0
2021-02-28,Sunday,2021-02-28,<60,0,0,0,0
2021-02-28,Sunday,2021-02-28,60-69,0,0,0,0
2021-02-28,Sunday,2021-02-28,70-79,0,0,0,0
2021-02-28,Sunday,2021-02-28,80+,0,0,0,0
2021-02-27,Saturday,2021-02-28,<60,0,0,0,0
2021-02-27,Saturday,2021-02-28,60-69,0,0,0,0
2021-02-27,Saturday,2021-02-28,70-79,0,0,0,0
2021-02-27,Saturday,2021-02-28,80+,0,0,0,0
2021-02-26,Friday,2021-02-28,<60,0,0,0,0
2021-02-26,Friday,2021-02-28,60-69,0,0,0,0
2021-02-26,Friday,2021-02-28,70-79,0,0,0,0
2021-02-26,Friday,2021-02-28,80+,0,0,0,0
2021-02-25,Thursday,2021-02-28,<60,0,0,0,0
2021-02-25,Thursday,2021-02-28,60-69,0,0,0,0
2021-02-25,Thursday,2021-02-28,70-79,0,0,0,0
2021-02-25,Thursday,2021-02-28,80+,0,0,0,0
2021-02-24,Wednesday,2021-02-28,<60,0,0,0,0
2021-02-24,Wednesday,2021-02-28,60-69,0,0,0,0
2021-02-24,Wednesday,2021-02-28,70-79,0,0,0,0
2021-02-24,Wednesday,2021-02-28,80+,0,0,0,0
2021-02-23,Tuesday,2021-02-28,<60,0,0,0,0
2021-02-23,Tuesday,2021-02-28,60-69,0,0,0,0
2021-02-23,Tuesday,2021-02-28,70-79,0,0,0,0
2021-02-23,Tuesday,2021-02-28,80+,0,0,0,0
2021-02-22,Monday,2021-02-28,<60,0,0,0,0
2021-02-22,Monday,2021-02-28,60-69,0,0,0,0
2021-02-22,Monday,2021-02-28,70-79,0,0,0,0
2021-02-22,Monday,2021-02-28,80+,0,0,0,0
2021-02-21,Sunday,2021-02-21,<60,0,0,0,0
2021-02-21,Sunday,2021-02-21,60-69,0,0,0,0
2021-02-21,Sunday,2021-02-21,70-79,0,0,0,0
2021-02-21,Sunday,2021-02-21,80+,0,0,0,0
2021-02-20,Saturday,2021-02-21,<60,0,0,0,0
2021-02-20,Saturday,2021-02-21,60-69,0,0,0,0
2021-02-20,Saturday,2021-02-21,70-79,0,0,0,0
2021-02-20,Saturday,2021-02-21,80+,0,0,0,0
2021-02-19,Friday,2021-02-21,<60,0,0,0,0
2021-02-19,Friday,2021-02-21,60-69,0,0,0,0
2021-02-19,Friday,2021-02-21,70-79,0,0,0,0
2021-02-19,Friday,2021-02-21,80+,0,0,0,0
2021-02-18,Thursday,2021-02-21,<60,0,0,0.1429,0.0038
2021-02-18,Thursday,2021-02-21,60-69,0,0,0,0
2021-02-18,Thursday,2021-02-21,70-79,0,0,0,0
2021-02-18,Thursday,2021-02-21,80+,0,0,0,0
2021-02-17,Wednesday,2021-02-21,<60,0,0,0.1429,0.0038
2021-02-17,Wednesday,2021-02-21,60-69,0,0,0,0
2021-02-17,Wednesday,2021-02-21,70-79,0,0,0,0
2021-02-17,Wednesday,2021-02-21,80+,0,0,0,0
2021-02-16,Tuesday,2021-02-21,<60,0,0,0.1429,0.0038
2021-02-16,Tuesday,2021-02-21,60-69,0,0,0,0
2021-02-16,Tuesday,2021-02-21,70-79,0,0,0,0
2021-02-16,Tuesday,2021-02-21,80+,0,0,0,0
2021-02-15,Monday,2021-02-21,<60,0,0,0.1429,0.0038
2021-02-15,Monday,2021-02-21,60-69,0,0,0,0
2021-02-15,Monday,2021-02-21,70-79,0,0,0,0
2021-02-15,Monday,2021-02-21,80+,0,0,0,0
2021-02-14,Sunday,2021-02-14,<60,0,0,0.1429,0.0038
2021-02-14,Sunday,2021-02-14,60-69,0,0,0,0
2021-02-14,Sunday,2021-02-14,70-79,0,0,0,0
2021-02-14,Sunday,2021-02-14,80+,0,0,0,0
2021-02-13,Saturday,2021-02-14,<60,0,0,0.1429,0.0038
2021-02-13,Saturday,2021-02-14,60-69,0,0,0,0
2021-02-13,Saturday,2021-02-14,70-79,0,0,0,0
2021-02-13,Saturday,2021-02-14,80+,0,0,0,0
2021-02-12,Friday,2021-02-14,<60,1,0.0265,0.1429,0.0038
2021-02-12,Friday,2021-02-14,60-69,0,0,0,0
2021-02-12,Friday,2021-02-14,70-79,0,0,0,0
2021-02-12,Friday,2021-02-14,80+,0,0,0,0
2021-02-11,Thursday,2021-02-14,<60,0,0,0,0
2021-02-11,Thursday,2021-02-14,60-69,0,0,0,0
2021-02-11,Thursday,2021-02-14,70-79,0,0,0,0
2021-02-11,Thursday,2021-02-14,80+,0,0,0,0
2021-02-10,Wednesday,2021-02-14,<60,0,0,0,0
2021-02-10,Wednesday,2021-02-14,60-69,0,0,0,0
2021-02-10,Wednesday,2021-02-14,70-79,0,0,0,0
2021-02-10,Wednesday,2021-02-14,80+,0,0,0,0
2021-02-09,Tuesday,2021-02-14,<60,0,0,0,0
2021-02-09,Tuesday,2021-02-14,60-69,0,0,0,0
2021-02-09,Tuesday,2021-02-14,70-79,0,0,0,0
2021-02-09,Tuesday,2021-02-14,80+,0,0,0,0
2021-02-08,Monday,2021-02-14,<60,0,0,0,0
2021-02-08,Monday,2021-02-14,60-69,0,0,0,0
2021-02-08,Monday,2021-02-14,70-79,0,0,0,0
2021-02-08,Monday,2021-02-14,80+,0,0,0,0
2021-02-07,Sunday,2021-02-07,<60,0,0,0,0
2021-02-07,Sunday,2021-02-07,60-69,0,0,0,0
2021-02-07,Sunday,2021-02-07,70-79,0,0,0,0
2021-02-07,Sunday,2021-02-07,80+,0,0,0,0
2021-02-06,Saturday,2021-02-07,<60,0,0,0,0
2021-02-06,Saturday,2021-02-07,60-69,0,0,0,0
2021-02-06,Saturday,2021-02-07,70-79,0,0,0,0
2021-02-06,Saturday,2021-02-07,80+,0,0,0,0
2021-02-05,Friday,2021-02-07,<60,0,0,0,0
2021-02-05,Friday,2021-02-07,60-69,0,0,0,0
2021-02-05,Friday,2021-02-07,70-79,0,0,0,0
2021-02-05,Friday,2021-02-07,80+,0,0,0,0
2021-02-04,Thursday,2021-02-07,<60,0,0,0,0
2021-02-04,Thursday,2021-02-07,60-69,0,0,0,0
2021-02-04,Thursday,2021-02-07,70-79,0,0,0,0
2021-02-04,Thursday,2021-02-07,80+,0,0,0,0
2021-02-03,Wednesday,2021-02-07,<60,0,0,0,0
2021-02-03,Wednesday,2021-02-07,60-69,0,0,0,0
2021-02-03,Wednesday,2021-02-07,70-79,0,0,0,0
2021-02-03,Wednesday,2021-02-07,80+,0,0,0,0
2021-02-02,Tuesday,2021-02-07,<60,0,0,0,0
2021-02-02,Tuesday,2021-02-07,60-69,0,0,0,0
2021-02-02,Tuesday,2021-02-07,70-79,0,0,0,0
2021-02-02,Tuesday,2021-02-07,80+,0,0,0,0
2021-02-01,Monday,2021-02-07,<60,0,0,0,0
2021-02-01,Monday,2021-02-07,60-69,0,0,0,0
2021-02-01,Monday,2021-02-07,70-79,0,0,0,0
2021-02-01,Monday,2021-02-07,80+,0,0,0,0
2021-01-31,Sunday,2021-01-31,<60,0,0,0,0
2021-01-31,Sunday,2021-01-31,60-69,0,0,0,0
2021-01-31,Sunday,2021-01-31,70-79,0,0,0,0
2021-01-31,Sunday,2021-01-31,80+,0,0,0,0
2021-01-30,Saturday,2021-01-31,<60,0,0,0,0
2021-01-30,Saturday,2021-01-31,60-69,0,0,0,0
2021-01-30,Saturday,2021-01-31,70-79,0,0,0,0
2021-01-30,Saturday,2021-01-31,80+,0,0,0,0
2021-01-29,Friday,2021-01-31,<60,0,0,0,0
2021-01-29,Friday,2021-01-31,60-69,0,0,0,0
2021-01-29,Friday,2021-01-31,70-79,0,0,0,0
2021-01-29,Friday,2021-01-31,80+,0,0,0,0
2021-01-28,Thursday,2021-01-31,<60,0,0,0,0
2021-01-28,Thursday,2021-01-31,60-69,0,0,0,0
2021-01-28,Thursday,2021-01-31,70-79,0,0,0,0
2021-01-28,Thursday,2021-01-31,80+,0,0,0,0
2021-01-27,Wednesday,2021-01-31,<60,0,0,0,0
2021-01-27,Wednesday,2021-01-31,60-69,0,0,0,0
2021-01-27,Wednesday,2021-01-31,70-79,0,0,0,0
2021-01-27,Wednesday,2021-01-31,80+,0,0,0,0
2021-01-26,Tuesday,2021-01-31,<60,0,0,0,0
2021-01-26,Tuesday,2021-01-31,60-69,0,0,0,0
2021-01-26,Tuesday,2021-01-31,70-79,0,0,0,0
2021-01-26,Tuesday,2021-01-31,80+,0,0,0,0
2021-01-25,Monday,2021-01-31,<60,0,0,0,0
2021-01-25,Monday,2021-01-31,60-69,0,0,0,0
2021-01-25,Monday,2021-01-31,70-79,0,0,0,0
2021-01-25,Monday,2021-01-31,80+,0,0,0,0
2021-01-24,Sunday,2021-01-24,<60,0,0,0,0
2021-01-24,Sunday,2021-01-24,60-69,0,0,0,0
2021-01-24,Sunday,2021-01-24,70-79,0,0,0,0
2021-01-24,Sunday,2021-01-24,80+,0,0,0,0
2021-01-23,Saturday,2021-01-24,<60,0,0,0,0
2021-01-23,Saturday,2021-01-24,60-69,0,0,0,0
2021-01-23,Saturday,2021-01-24,70-79,0,0,0,0
2021-01-23,Saturday,2021-01-24,80+,0,0,0,0
2021-01-22,Friday,2021-01-24,<60,0,0,0,0
2021-01-22,Friday,2021-01-24,60-69,0,0,0,0
2021-01-22,Friday,2021-01-24,70-79,0,0,0,0
2021-01-22,Friday,2021-01-24,80+,0,0,0,0
2021-01-21,Thursday,2021-01-24,<60,0,0,0,0
2021-01-21,Thursday,2021-01-24,60-69,0,0,0,0
2021-01-21,Thursday,2021-01-24,70-79,0,0,0,0
2021-01-21,Thursday,2021-01-24,80+,0,0,0,0
2021-01-20,Wednesday,2021-01-24,<60,0,0,0,0
2021-01-20,Wednesday,2021-01-24,60-69,0,0,0,0
2021-01-20,Wednesday,2021-01-24,70-79,0,0,0,0
2021-01-20,Wednesday,2021-01-24,80+,0,0,0,0
2021-01-19,Tuesday,2021-01-24,<60,0,0,0,0
2021-01-19,Tuesday,2021-01-24,60-69,0,0,0,0
2021-01-19,Tuesday,2021-01-24,70-79,0,0,0,0
2021-01-19,Tuesday,2021-01-24,80+,0,0,0.1429,0.0727
2021-01-18,Monday,2021-01-24,<60,0,0,0,0
2021-01-18,Monday,2021-01-24,60-69,0,0,0,0
2021-01-18,Monday,2021-01-24,70-79,0,0,0,0
2021-01-18,Monday,2021-01-24,80+,0,0,0.1429,0.0727
2021-01-17,Sunday,2021-01-17,<60,0,0,0,0
2021-01-17,Sunday,2021-01-17,60-69,0,0,0,0
2021-01-17,Sunday,2021-01-17,70-79,0,0,0,0
2021-01-17,Sunday,2021-01-17,80+,0,0,0.1429,0.0727
2021-01-16,Saturday,2021-01-17,<60,0,0,0,0
2021-01-16,Saturday,2021-01-17,60-69,0,0,0,0
2021-01-16,Saturday,2021-01-17,70-79,0,0,0,0
2021-01-16,Saturday,2021-01-17,80+,0,0,0.1429,0.0727
2021-01-15,Friday,2021-01-17,<60,0,0,0,0
2021-01-15,Friday,2021-01-17,60-69,0,0,0,0
2021-01-15,Friday,2021-01-17,70-79,0,0,0,0
2021-01-15,Friday,2021-01-17,80+,0,0,0.1429,0.0727
2021-01-14,Thursday,2021-01-17,<60,0,0,0,0
2021-01-14,Thursday,2021-01-17,60-69,0,0,0,0
2021-01-14,Thursday,2021-01-17,70-79,0,0,0,0
2021-01-14,Thursday,2021-01-17,80+,0,0,0.1429,0.0727
2021-01-13,Wednesday,2021-01-17,<60,0,0,0,0
2021-01-13,Wednesday,2021-01-17,60-69,0,0,0,0
2021-01-13,Wednesday,2021-01-17,70-79,0,0,0,0
2021-01-13,Wednesday,2021-01-17,80+,1,0.5088,0.1429,0.0727
2021-01-12,Tuesday,2021-01-17,<60,0,0,0,0
2021-01-12,Tuesday,2021-01-17,60-69,0,0,0,0
2021-01-12,Tuesday,2021-01-17,70-79,0,0,0,0
2021-01-12,Tuesday,2021-01-17,80+,0,0,0,0
2021-01-11,Monday,2021-01-17,<60,0,0,0,0
2021-01-11,Monday,2021-01-17,60-69,0,0,0,0
2021-01-11,Monday,2021-01-17,70-79,0,0,0,0
2021-01-11,Monday,2021-01-17,80+,0,0,0,0
2021-01-10,Sunday,2021-01-10,<60,0,0,0,0
2021-01-10,Sunday,2021-01-10,60-69,0,0,0,0
2021-01-10,Sunday,2021-01-10,70-79,0,0,0,0
2021-01-10,Sunday,2021-01-10,80+,0,0,0,0
2021-01-09,Saturday,2021-01-10,<60,0,0,0,0
2021-01-09,Saturday,2021-01-10,60-69,0,0,0,0
2021-01-09,Saturday,2021-01-10,70-79,0,0,0,0
2021-01-09,Saturday,2021-01-10,80+,0,0,0,0
2021-01-08,Friday,2021-01-10,<60,0,0,0,0
2021-01-08,Friday,2021-01-10,60-69,0,0,0,0
2021-01-08,Friday,2021-01-10,70-79,0,0,0,0
2021-01-08,Friday,2021-01-10,80+,0,0,0,0
2021-01-07,Thursday,2021-01-10,<60,0,0,0,0
2021-01-07,Thursday,2021-01-10,60-69,0,0,0,0
2021-01-07,Thursday,2021-01-10,70-79,0,0,0,0
2021-01-07,Thursday,2021-01-10,80+,0,0,0,0
2021-01-06,Wednesday,2021-01-10,<60,0,0,0,0
2021-01-06,Wednesday,2021-01-10,60-69,0,0,0,0
2021-01-06,Wednesday,2021-01-10,70-79,0,0,0,0
2021-01-06,Wednesday,2021-01-10,80+,0,0,0,0
2021-01-05,Tuesday,2021-01-10,<60,0,0,0,0
2021-01-05,Tuesday,2021-01-10,60-69,0,0,0,0
2021-01-05,Tuesday,2021-01-10,70-79,0,0,0,0
2021-01-05,Tuesday,2021-01-10,80+,0,0,0,0
2021-01-04,Monday,2021-01-10,<60,0,0,0,0
2021-01-04,Monday,2021-01-10,60-69,0,0,0,0
2021-01-04,Monday,2021-01-10,70-79,0,0,0,0
2021-01-04,Monday,2021-01-10,80+,0,0,0,0
2021-01-03,Sunday,2021-01-03,<60,0,0,0,0
2021-01-03,Sunday,2021-01-03,60-69,0,0,0,0
2021-01-03,Sunday,2021-01-03,70-79,0,0,0,0
2021-01-03,Sunday,2021-01-03,80+,0,0,0,0
2021-01-02,Saturday,2021-01-03,<60,0,0,0,0
2021-01-02,Saturday,2021-01-03,60-69,0,0,0,0
2021-01-02,Saturday,2021-01-03,70-79,0,0,0,0
2021-01-02,Saturday,2021-01-03,80+,0,0,0,0
2021-01-01,Friday,2021-01-03,<60,0,0,0,0
2021-01-01,Friday,2021-01-03,60-69,0,0,0,0
2021-01-01,Friday,2021-01-03,70-79,0,0,0,0
2021-01-01,Friday,2021-01-03,80+,0,0,0,0
2020-12-31,Thursday,2021-01-03,<60,0,0,0,0
2020-12-31,Thursday,2021-01-03,60-69,0,0,0,0
2020-12-31,Thursday,2021-01-03,70-79,0,0,0,0
2020-12-31,Thursday,2021-01-03,80+,0,0,0,0
2020-12-30,Wednesday,2021-01-03,<60,0,0,0,0
2020-12-30,Wednesday,2021-01-03,60-69,0,0,0,0
2020-12-30,Wednesday,2021-01-03,70-79,0,0,0,0
2020-12-30,Wednesday,2021-01-03,80+,0,0,0,0
2020-12-29,Tuesday,2021-01-03,<60,0,0,0,0
2020-12-29,Tuesday,2021-01-03,60-69,0,0,0,0
2020-12-29,Tuesday,2021-01-03,70-79,0,0,0,0
2020-12-29,Tuesday,2021-01-03,80+,0,0,0,0
2020-12-28,Monday,2021-01-03,<60,0,0,0,0
2020-12-28,Monday,2021-01-03,60-69,0,0,0,0
2020-12-28,Monday,2021-01-03,70-79,0,0,0,0
2020-12-28,Monday,2021-01-03,80+,0,0,0,0
2020-12-27,Sunday,2020-12-27,<60,0,0,0,0
2020-12-27,Sunday,2020-12-27,60-69,0,0,0,0
2020-12-27,Sunday,2020-12-27,70-79,0,0,0,0
2020-12-27,Sunday,2020-12-27,80+,0,0,0,0
2020-12-26,Saturday,2020-12-27,<60,0,0,0,0
2020-12-26,Saturday,2020-12-27,60-69,0,0,0,0
2020-12-26,Saturday,2020-12-27,70-79,0,0,0,0
2020-12-26,Saturday,2020-12-27,80+,0,0,0,0
2020-12-25,Friday,2020-12-27,<60,0,0,0,0
2020-12-25,Friday,2020-12-27,60-69,0,0,0,0
2020-12-25,Friday,2020-12-27,70-79,0,0,0,0
2020-12-25,Friday,2020-12-27,80+,0,0,0,0
2020-12-24,Thursday,2020-12-27,<60,0,0,0,0
2020-12-24,Thursday,2020-12-27,60-69,0,0,0,0
2020-12-24,Thursday,2020-12-27,70-79,0,0,0,0
2020-12-24,Thursday,2020-12-27,80+,0,0,0,0
2020-12-23,Wednesday,2020-12-27,<60,0,0,0,0
2020-12-23,Wednesday,2020-12-27,60-69,0,0,0,0
2020-12-23,Wednesday,2020-12-27,70-79,0,0,0,0
2020-12-23,Wednesday,2020-12-27,80+,0,0,0,0
2020-12-22,Tuesday,2020-12-27,<60,0,0,0,0
2020-12-22,Tuesday,2020-12-27,60-69,0,0,0,0
2020-12-22,Tuesday,2020-12-27,70-79,0,0,0,0
2020-12-22,Tuesday,2020-12-27,80+,0,0,0,0
2020-12-21,Monday,2020-12-27,<60,0,0,0,0
2020-12-21,Monday,2020-12-27,60-69,0,0,0,0
2020-12-21,Monday,2020-12-27,70-79,0,0,0,0
2020-12-21,Monday,2020-12-27,80+,0,0,0,0
2020-12-20,Sunday,2020-12-20,<60,0,0,0,0
2020-12-20,Sunday,2020-12-20,60-69,0,0,0,0
2020-12-20,Sunday,2020-12-20,70-79,0,0,0,0
2020-12-20,Sunday,2020-12-20,80+,0,0,0,0
2020-12-19,Saturday,2020-12-20,<60,0,0,0,0
2020-12-19,Saturday,2020-12-20,60-69,0,0,0,0
2020-12-19,Saturday,2020-12-20,70-79,0,0,0,0
2020-12-19,Saturday,2020-12-20,80+,0,0,0,0
2020-12-18,Friday,2020-12-20,<60,0,0,0,0
2020-12-18,Friday,2020-12-20,60-69,0,0,0,0
2020-12-18,Friday,2020-12-20,70-79,0,0,0,0
2020-12-18,Friday,2020-12-20,80+,0,0,0,0
2020-12-17,Thursday,2020-12-20,<60,0,0,0,0
2020-12-17,Thursday,2020-12-20,60-69,0,0,0,0
2020-12-17,Thursday,2020-12-20,70-79,0,0,0,0
2020-12-17,Thursday,2020-12-20,80+,0,0,0,0
2020-12-16,Wednesday,2020-12-20,<60,0,0,0,0
2020-12-16,Wednesday,2020-12-20,60-69,0,0,0,0
2020-12-16,Wednesday,2020-12-20,70-79,0,0,0,0
2020-12-16,Wednesday,2020-12-20,80+,0,0,0,0
2020-12-15,Tuesday,2020-12-20,<60,0,0,0,0
2020-12-15,Tuesday,2020-12-20,60-69,0,0,0,0
2020-12-15,Tuesday,2020-12-20,70-79,0,0,0,0
2020-12-15,Tuesday,2020-12-20,80+,0,0,0,0
2020-12-14,Monday,2020-12-20,<60,0,0,0,0
2020-12-14,Monday,2020-12-20,60-69,0,0,0,0
2020-12-14,Monday,2020-12-20,70-79,0,0,0,0
2020-12-14,Monday,2020-12-20,80+,0,0,0,0
2020-12-13,Sunday,2020-12-13,<60,0,0,0,0
2020-12-13,Sunday,2020-12-13,60-69,0,0,0,0
2020-12-13,Sunday,2020-12-13,70-79,0,0,0,0
2020-12-13,Sunday,2020-12-13,80+,0,0,0,0
2020-12-12,Saturday,2020-12-13,<60,0,0,0,0
2020-12-12,Saturday,2020-12-13,60-69,0,0,0,0
2020-12-12,Saturday,2020-12-13,70-79,0,0,0,0
2020-12-12,Saturday,2020-12-13,80+,0,0,0,0
2020-12-11,Friday,2020-12-13,<60,0,0,0,0
2020-12-11,Friday,2020-12-13,60-69,0,0,0,0
2020-12-11,Friday,2020-12-13,70-79,0,0,0,0
2020-12-11,Friday,2020-12-13,80+,0,0,0,0
2020-12-10,Thursday,2020-12-13,<60,0,0,0,0
2020-12-10,Thursday,2020-12-13,60-69,0,0,0,0
2020-12-10,Thursday,2020-12-13,70-79,0,0,0,0
2020-12-10,Thursday,2020-12-13,80+,0,0,0,0
2020-12-09,Wednesday,2020-12-13,<60,0,0,0,0
2020-12-09,Wednesday,2020-12-13,60-69,0,0,0,0
2020-12-09,Wednesday,2020-12-13,70-79,0,0,0,0
2020-12-09,Wednesday,2020-12-13,80+,0,0,0,0
2020-12-08,Tuesday,2020-12-13,<60,0,0,0,0
2020-12-08,Tuesday,2020-12-13,60-69,0,0,0,0
2020-12-08,Tuesday,2020-12-13,70-79,0,0,0,0
2020-12-08,Tuesday,2020-12-13,80+,0,0,0,0
2020-12-07,Monday,2020-12-13,<60,0,0,0,0
2020-12-07,Monday,2020-12-13,60-69,0,0,0,0
2020-12-07,Monday,2020-12-13,70-79,0,0,0,0
2020-12-07,Monday,2020-12-13,80+,0,0,0,0
2020-12-06,Sunday,2020-12-06,<60,0,0,0,0
2020-12-06,Sunday,2020-12-06,60-69,0,0,0,0
2020-12-06,Sunday,2020-12-06,70-79,0,0,0,0
2020-12-06,Sunday,2020-12-06,80+,0,0,0,0
2020-12-05,Saturday,2020-12-06,<60,0,0,0,0
2020-12-05,Saturday,2020-12-06,60-69,0,0,0,0
2020-12-05,Saturday,2020-12-06,70-79,0,0,0,0
2020-12-05,Saturday,2020-12-06,80+,0,0,0,0
2020-12-04,Friday,2020-12-06,<60,0,0,0,0
2020-12-04,Friday,2020-12-06,60-69,0,0,0,0
2020-12-04,Friday,2020-12-06,70-79,0,0,0,0
2020-12-04,Friday,2020-12-06,80+,0,0,0,0
2020-12-03,Thursday,2020-12-06,<60,0,0,0,0
2020-12-03,Thursday,2020-12-06,60-69,0,0,0,0
2020-12-03,Thursday,2020-12-06,70-79,0,0,0,0
2020-12-03,Thursday,2020-12-06,80+,0,0,0,0
2020-12-02,Wednesday,2020-12-06,<60,0,0,0,0
2020-12-02,Wednesday,2020-12-06,60-69,0,0,0,0
2020-12-02,Wednesday,2020-12-06,70-79,0,0,0,0
2020-12-02,Wednesday,2020-12-06,80+,0,0,0,0
2020-12-01,Tuesday,2020-12-06,<60,0,0,0,0
2020-12-01,Tuesday,2020-12-06,60-69,0,0,0,0
2020-12-01,Tuesday,2020-12-06,70-79,0,0,0,0
2020-12-01,Tuesday,2020-12-06,80+,0,0,0,0
2020-11-30,Monday,2020-12-06,<60,0,0,0,0
2020-11-30,Monday,2020-12-06,60-69,0,0,0,0
2020-11-30,Monday,2020-12-06,70-79,0,0,0,0
2020-11-30,Monday,2020-12-06,80+,0,0,0,0
2020-11-29,Sunday,2020-11-29,<60,0,0,0,0
2020-11-29,Sunday,2020-11-29,60-69,0,0,0,0
2020-11-29,Sunday,2020-11-29,70-79,0,0,0,0
2020-11-29,Sunday,2020-11-29,80+,0,0,0,0
2020-11-28,Saturday,2020-11-29,<60,0,0,0,0
2020-11-28,Saturday,2020-11-29,60-69,0,0,0,0
2020-11-28,Saturday,2020-11-29,70-79,0,0,0,0
2020-11-28,Saturday,2020-11-29,80+,0,0,0,0
2020-11-27,Friday,2020-11-29,<60,0,0,0,0
2020-11-27,Friday,2020-11-29,60-69,0,0,0,0
2020-11-27,Friday,2020-11-29,70-79,0,0,0,0
2020-11-27,Friday,2020-11-29,80+,0,0,0,0
2020-11-26,Thursday,2020-11-29,<60,0,0,0,0
2020-11-26,Thursday,2020-11-29,60-69,0,0,0,0
2020-11-26,Thursday,2020-11-29,70-79,0,0,0,0
2020-11-26,Thursday,2020-11-29,80+,0,0,0,0
2020-11-25,Wednesday,2020-11-29,<60,0,0,0,0
2020-11-25,Wednesday,2020-11-29,60-69,0,0,0,0
2020-11-25,Wednesday,2020-11-29,70-79,0,0,0,0
2020-11-25,Wednesday,2020-11-29,80+,0,0,0,0
2020-11-24,Tuesday,2020-11-29,<60,0,0,0,0
2020-11-24,Tuesday,2020-11-29,60-69,0,0,0,0
2020-11-24,Tuesday,2020-11-29,70-79,0,0,0,0
2020-11-24,Tuesday,2020-11-29,80+,0,0,0,0
2020-11-23,Monday,2020-11-29,<60,0,0,0,0
2020-11-23,Monday,2020-11-29,60-69,0,0,0,0
2020-11-23,Monday,2020-11-29,70-79,0,0,0,0
2020-11-23,Monday,2020-11-29,80+,0,0,0,0
2020-11-22,Sunday,2020-11-22,<60,0,0,0,0
2020-11-22,Sunday,2020-11-22,60-69,0,0,0,0
2020-11-22,Sunday,2020-11-22,70-79,0,0,0,0
2020-11-22,Sunday,2020-11-22,80+,0,0,0,0
2020-11-21,Saturday,2020-11-22,<60,0,0,0,0
2020-11-21,Saturday,2020-11-22,60-69,0,0,0,0
2020-11-21,Saturday,2020-11-22,70-79,0,0,0,0
2020-11-21,Saturday,2020-11-22,80+,0,0,0,0
2020-11-20,Friday,2020-11-22,<60,0,0,0,0
2020-11-20,Friday,2020-11-22,60-69,0,0,0,0
2020-11-20,Friday,2020-11-22,70-79,0,0,0,0
2020-11-20,Friday,2020-11-22,80+,0,0,0,0
2020-11-19,Thursday,2020-11-22,<60,0,0,0,0
2020-11-19,Thursday,2020-11-22,60-69,0,0,0,0
2020-11-19,Thursday,2020-11-22,70-79,0,0,0,0
2020-11-19,Thursday,2020-11-22,80+,0,0,0,0
